PD,Score,Risk,Decision
0.30271131383365024,641.7209958586203,High Risk,Reject
0.22288544406733926,662.446491869895,Medium Risk,Manual Review
0.04935125247520552,747.9090749333495,Medium Risk,Manual Review
0.06197234190360927,735.8545623815127,Medium Risk,Manual Review
0.28434552378833194,646.1503671819988,High Risk,Reject
0.2578726701204086,652.8527447812154,Medium Risk,Manual Review
0.14849987021374608,687.32077841313,Medium Risk,Manual Review
0.17172468821460132,678.672652839266,Medium Risk,Manual Review
0.0029507341400980143,891.1373091201042,Low Risk,Approve
0.43565992351474075,612.93975476082,High Risk,Reject
0.08785843970925088,717.0034159042748,Medium Risk,Manual Review
0.16832716390957342,679.8764823870657,Medium Risk,Manual Review
0.10964344026058483,704.719418134353,Medium Risk,Manual Review
0.18670480005683698,673.5782691493948,Medium Risk,Manual Review
0.6905276299868588,559.8706414324511,High Risk,Reject
0.08185611154707832,720.8695575446619,Medium Risk,Manual Review
0.1292018511015232,695.4017142476454,Medium Risk,Manual Review
0.18049850969570808,675.6486847764993,Medium Risk,Manual Review
0.6462554114401805,569.8690176046816,High Risk,Reject
0.16806567844149758,679.9699325580845,Medium Risk,Manual Review
0.5723305045544476,585.4317030346883,High Risk,Reject
0.20622317196956677,667.3921703636995,Medium Risk,Manual Review
0.1356732617261994,692.5850679394537,Medium Risk,Manual Review
0.24890183919174283,655.2238875699319,Medium Risk,Manual Review
0.0805585940032945,721.7390761389361,Medium Risk,Manual Review
0.10401669550159903,707.6685179751281,Medium Risk,Manual Review
0.23278755372158458,659.6318747697732,Medium Risk,Manual Review
0.2002379942834429,669.2403780021701,Medium Risk,Manual Review
0.1405263384202172,690.5462623598276,Medium Risk,Manual Review
0.3243910934790612,636.6832250738269,High Risk,Reject
0.22962275746048177,660.5221271428336,Medium Risk,Manual Review
0.5814694988388105,583.559562567605,High Risk,Reject
0.2757474950253824,648.2827260744984,High Risk,Reject
0.1453607843692023,688.5730294870423,Medium Risk,Manual Review
0.07281498649815644,727.2115668104796,Medium Risk,Manual Review
0.73691144678636,548.501147419192,High Risk,Reject
0.20181600971607075,668.7491347898805,Medium Risk,Manual Review
0.5204245146808182,595.9128227045098,High Risk,Reject
0.05316239289253043,743.988817560754,Medium Risk,Manual Review
0.18003361779328786,675.8059871569516,Medium Risk,Manual Review
0.03994603641339441,758.9730020671693,Low Risk,Approve
0.1973143396713875,670.1582545381295,Medium Risk,Manual Review
0.36264410608544084,628.1953136695209,High Risk,Reject
0.2190387811599246,663.5638347885522,Medium Risk,Manual Review
0.4172404416160488,616.7056012877638,High Risk,Reject
0.2018975492029197,668.7238293544831,Medium Risk,Manual Review
0.1004485851699684,709.6125102428803,Medium Risk,Manual Review
0.11038716907374296,704.3396220857594,Medium Risk,Manual Review
0.5481269039342562,590.3447271417167,High Risk,Reject
0.06898782661087403,730.1171144847252,Medium Risk,Manual Review
0.34389992076288994,632.2981325044957,High Risk,Reject
0.15131470712988018,686.2163308328957,Medium Risk,Manual Review
0.6374046826895402,571.7941317765822,High Risk,Reject
0.06948840487817089,729.7287317405664,Medium Risk,Manual Review
0.10247022126307005,708.5037033678898,Medium Risk,Manual Review
0.1065203442712363,706.339378611148,Medium Risk,Manual Review
0.2702087225932031,649.6781932452682,High Risk,Reject
0.09899235698503367,710.4235547701445,Medium Risk,Manual Review
0.18179699487110776,675.2109913298691,Medium Risk,Manual Review
0.4248823717135868,615.1381116315613,High Risk,Reject
0.6860292392236226,560.9189806716681,High Risk,Reject
0.1741842014791486,677.8129187993743,Medium Risk,Manual Review
0.2669610341936284,650.5048075713617,Medium Risk,Manual Review
0.09985033897692744,709.9444292403832,Medium Risk,Manual Review
0.049090976293126115,748.1871579227965,Medium Risk,Manual Review
0.19532084018313067,670.7900048991181,Medium Risk,Manual Review
0.2617089198067166,651.8552635698865,Medium Risk,Manual Review
0.18622334014314368,673.7369623935942,Medium Risk,Manual Review
0.07148606563840922,728.2041421769518,Medium Risk,Manual Review
0.151707224578537,686.0636660451386,Medium Risk,Manual Review
0.2628112747188922,651.5703871866968,Medium Risk,Manual Review
0.29242588024119487,644.1815576632218,High Risk,Reject
0.1145266917147757,702.2657201214439,Medium Risk,Manual Review
0.2539678338399996,653.8780548438564,Medium Risk,Manual Review
0.05138656803080831,745.7812278586275,Medium Risk,Manual Review
0.17036287955920312,679.1528826599609,Medium Risk,Manual Review
0.43997376392675397,612.0634267533617,High Risk,Reject
0.13132808729887277,694.4633416385682,Medium Risk,Manual Review
0.2693312869371796,649.9008994150969,High Risk,Reject
0.21655708218817435,664.2922016003118,Medium Risk,Manual Review
0.045321513980509105,752.3796388943334,Low Risk,Approve
0.52255721079967,595.4854933675626,High Risk,Reject
0.5670250666531675,586.5138161828698,High Risk,Reject
0.47789002623595117,604.4248804008525,High Risk,Reject
0.4944004841558552,601.1199499911403,High Risk,Reject
0.20231560862686174,668.5942061323684,Medium Risk,Manual Review
0.04576477660191941,751.8697740527844,Low Risk,Approve
0.021944257943340578,789.85305780971,Low Risk,Approve
0.1741578584985233,677.8220761297652,Medium Risk,Manual Review
0.31357929005814705,639.1719236302571,High Risk,Reject
0.20604862760574075,667.4455009132248,Medium Risk,Manual Review
0.07408926283593095,726.2753606522682,Medium Risk,Manual Review
0.2743586938346402,648.6309736120978,High Risk,Reject
0.18263220674722627,674.9307418806043,Medium Risk,Manual Review
0.1785081779027168,676.3243783917236,Medium Risk,Manual Review
0.30282212198091324,641.6947503218886,High Risk,Reject
0.07745034523493027,723.8752088198337,Medium Risk,Manual Review
0.202653018460423,668.489734783197,Medium Risk,Manual Review
0.08158494064679087,721.0502364384477,Medium Risk,Manual Review
0.20794149979866042,666.8689231901168,Medium Risk,Manual Review
0.12446847929519554,697.5389324334691,Medium Risk,Manual Review
0.12237828961328166,698.5049332555964,Medium Risk,Manual Review
0.0434538951487013,754.581424747832,Low Risk,Approve
0.078217778861422,723.3406010053355,Medium Risk,Manual Review
0.08623661164910765,718.023842322245,Medium Risk,Manual Review
0.19705511767983636,670.2401298553891,Medium Risk,Manual Review
0.11199411124661095,703.5266041345834,Medium Risk,Manual Review
0.03842871560628892,760.9881859319851,Low Risk,Approve
0.13499596510899245,692.8744640812324,Medium Risk,Manual Review
0.20633646364380334,667.3575729332063,Medium Risk,Manual Review
0.3005378817508057,642.2368914370489,High Risk,Reject
0.23968748041390842,657.7196824445982,Medium Risk,Manual Review
0.07968811803355684,722.3296061847195,Medium Risk,Manual Review
0.07431327471751034,726.1123134124632,Medium Risk,Manual Review
0.16998040692979224,679.2883064783393,Medium Risk,Manual Review
0.289280382882,644.9440800605005,High Risk,Reject
0.26972260417414035,649.8015208661508,High Risk,Reject
0.5043727081597705,599.125436071369,High Risk,Reject
0.7243225570122522,551.6997341769761,High Risk,Reject
0.1358877784146882,692.4936630037012,Medium Risk,Manual Review
0.15458614028794168,684.9537399489103,Medium Risk,Manual Review
0.11891478529787344,700.1373599784914,Medium Risk,Manual Review
0.5544988683914027,589.0567510489441,High Risk,Reject
0.1855700496505432,673.9527992088125,Medium Risk,Manual Review
0.17851897755584933,676.320696184993,Medium Risk,Manual Review
0.0957161691361771,712.2878021314734,Medium Risk,Manual Review
0.10599498722866493,706.6159789793168,Medium Risk,Manual Review
0.19253583158512094,671.680820306072,Medium Risk,Manual Review
0.6285222775164963,573.7058711514593,High Risk,Reject
0.11673998127092615,701.1835274930452,Medium Risk,Manual Review
0.5160324304750696,596.7924143046711,High Risk,Reject
0.15796939969046586,683.6707507283762,Medium Risk,Manual Review
0.10873913373934195,705.1842709236872,Medium Risk,Manual Review
0.06458681822591883,733.6488999790582,Medium Risk,Manual Review
0.6206770588692312,575.3788508518212,High Risk,Reject
0.06673721939551686,731.8962001605431,Medium Risk,Manual Review
0.044934746684497526,752.8284151253677,Low Risk,Approve
0.2513007605859295,654.5843441105181,Medium Risk,Manual Review
0.31769553787009525,638.2191243782006,High Risk,Reject
0.285791500480589,645.7956205093689,High Risk,Reject
0.22778634065072711,661.0426592679152,Medium Risk,Manual Review
0.4903060655837107,601.9390298612434,High Risk,Reject
0.23001914885255217,660.4101542280272,Medium Risk,Manual Review
0.572491916476619,585.3987290693726,High Risk,Reject
0.20745973216547697,667.0153028311532,Medium Risk,Manual Review
0.2802177506899742,647.1690876393477,High Risk,Reject
0.0535341727158896,743.6207336677962,Medium Risk,Manual Review
0.31991340125607926,637.7084901530582,High Risk,Reject
0.4722231988241123,605.5610858304475,High Risk,Reject
0.33866599693000754,633.4622324991675,High Risk,Reject
0.2969344073463454,643.096946382462,High Risk,Reject
0.28036878916650837,647.131651644848,High Risk,Reject
0.1928085577283088,671.5931549744754,Medium Risk,Manual Review
0.18626650835401648,673.7227208881823,Medium Risk,Manual Review
0.19087371892911212,672.2171474098644,Medium Risk,Manual Review
0.12157454113684392,698.8801735798639,Medium Risk,Manual Review
0.22182548916298467,662.752990905982,Medium Risk,Manual Review
0.13765002891094316,691.7473372795386,Medium Risk,Manual Review
0.2674236420068502,650.3866751653356,Medium Risk,Manual Review
0.22679394239478534,661.3251859642622,Medium Risk,Manual Review
0.232635661909211,659.674407935258,Medium Risk,Manual Review
0.42688783413087955,614.7280077161947,High Risk,Reject
0.39457988879237416,621.405049475455,High Risk,Reject
0.16235978939449078,682.0386935258374,Medium Risk,Manual Review
0.18006197263621215,675.796383847903,Medium Risk,Manual Review
0.21338899299528577,665.2308547359752,Medium Risk,Manual Review
0.14388533816013868,689.1693799152524,Medium Risk,Manual Review
0.25736985784484817,652.9841972516285,Medium Risk,Manual Review
0.20775568620396187,666.9253508741598,Medium Risk,Manual Review
0.11477544060455366,702.1431911634371,Medium Risk,Manual Review
0.10881422477718694,705.145541967885,Medium Risk,Manual Review
0.4658095769929037,606.8487727618028,High Risk,Reject
0.1332552415920216,693.6239069169876,Medium Risk,Manual Review
0.1225044441554312,698.4462291308017,Medium Risk,Manual Review
0.6561791370090134,567.6843474121731,High Risk,Reject
0.2302533606725829,660.3440575041924,Medium Risk,Manual Review
0.2091232828078861,666.5109075383291,Medium Risk,Manual Review
0.06642493605803793,732.1474421007708,Medium Risk,Manual Review
0.6090961940758659,577.8242649839457,High Risk,Reject
0.10653930640402433,706.3294175429332,Medium Risk,Manual Review
0.10558397862835095,706.8332186497838,Medium Risk,Manual Review
0.048289712914115004,749.0521056679418,Medium Risk,Manual Review
0.04210763188729163,756.2253208401869,Low Risk,Approve
0.189160150604061,672.7738273832756,Medium Risk,Manual Review
0.10616727117569502,706.5251386576738,Medium Risk,Manual Review
0.6322496920081705,572.9059899285331,High Risk,Reject
0.5703314578472624,585.8398191212746,High Risk,Reject
0.14710913310129925,687.8728442796266,Medium Risk,Manual Review
0.12441921989331943,697.5615372873001,Medium Risk,Manual Review
0.49022308310272,601.9556326518309,High Risk,Reject
0.4118232655252665,617.821659071317,High Risk,Reject
0.09616636390398192,712.028283181312,Medium Risk,Manual Review
0.11138086854481877,703.8356571995542,Medium Risk,Manual Review
0.26581797958744247,650.7972597399877,Medium Risk,Manual Review
0.16805114554860395,679.9751297527864,Medium Risk,Manual Review
0.5208308724821705,595.831412579127,High Risk,Reject
0.17920327760369004,676.087734532696,Medium Risk,Manual Review
0.20892558811822468,666.5706942831,Medium Risk,Manual Review
0.19937892487525793,669.5090305567375,Medium Risk,Manual Review
0.1274593403716339,696.1805919795337,Medium Risk,Manual Review
0.10496261993869387,707.1630598321964,Medium Risk,Manual Review
0.05075073298769909,746.4372683005518,Medium Risk,Manual Review
0.08948427964596145,715.9974100603499,Medium Risk,Manual Review
0.15483217958062245,684.8596696852454,Medium Risk,Manual Review
0.1468589363903992,687.9726198837602,Medium Risk,Manual Review
0.4035453239914757,619.5357223455821,High Risk,Reject
0.20696870525232672,667.1647542559128,Medium Risk,Manual Review
0.40076386970022476,620.114166384972,High Risk,Reject
0.21427999591577773,664.9658474055796,Medium Risk,Manual Review
0.15373201476934711,685.2812577061902,Medium Risk,Manual Review
0.5165296575116647,596.6928633362593,High Risk,Reject
0.5365747763976498,592.6719555784229,High Risk,Reject
0.14533179881109626,688.584696442387,Medium Risk,Manual Review
0.5485307025411087,590.263205786765,High Risk,Reject
0.05018277930075745,747.029882039586,Medium Risk,Manual Review
0.06985343837851479,729.4471428602575,Medium Risk,Manual Review
0.8011206914092783,530.3343269803448,High Risk,Reject
0.14280861791994146,689.6077906157624,Medium Risk,Manual Review
0.22960555913575614,660.5269884066767,Medium Risk,Manual Review
0.12079957265516479,699.2440070639325,Medium Risk,Manual Review
0.19537312420126288,670.7733736981241,Medium Risk,Manual Review
0.20533996556963258,667.6623709675738,Medium Risk,Manual Review
0.20338375723695243,668.2639218242256,Medium Risk,Manual Review
0.11424249392725273,702.4059944508772,Medium Risk,Manual Review
0.0933449607756046,713.6730079837247,Medium Risk,Manual Review
0.19568264988793047,670.6749845788374,Medium Risk,Manual Review
0.20251364376387143,668.5328732728093,Medium Risk,Manual Review
0.5408086106603726,591.8200823355181,High Risk,Reject
0.06130280523788007,736.4333673284905,Medium Risk,Manual Review
0.7396235589664547,547.7993540677572,High Risk,Reject
0.20403011329437998,668.0646878609248,Medium Risk,Manual Review
0.2826949805452264,646.5566325841825,High Risk,Reject
0.14174300519308192,690.044399353786,Medium Risk,Manual Review
0.3964311064759269,621.0178959414928,High Risk,Reject
0.0806180673524287,721.6989423422012,Medium Risk,Manual Review
0.5730634713234783,585.2819438308006,High Risk,Reject
0.10732397193361926,705.918584473505,Medium Risk,Manual Review
0.1190184488878512,700.0879085550913,Medium Risk,Manual Review
0.36621278629834,627.4249362616963,High Risk,Reject
0.17942611677921771,676.0120217774925,Medium Risk,Manual Review
0.3476264268800383,631.4744472777015,High Risk,Reject
0.13674569853377178,692.129316664394,Medium Risk,Manual Review
0.3341696186934916,634.4693125455598,High Risk,Reject
0.06488152607989948,733.405515011467,Medium Risk,Manual Review
0.04803950800952003,749.3249889014076,Medium Risk,Manual Review
0.29673293550455243,643.1452092524131,High Risk,Reject
0.6115692370076067,577.304338205119,High Risk,Reject
0.17775697667299778,676.5809341172741,Medium Risk,Manual Review
0.21558312115505338,664.579703202942,Medium Risk,Manual Review
0.15326129076716424,685.4623954894086,Medium Risk,Manual Review
0.2783763183886017,647.6264962412338,High Risk,Reject
0.05465129110482266,742.5290512116491,Medium Risk,Manual Review
0.15809389155410244,683.6239695496384,Medium Risk,Manual Review
0.09031831393774264,715.4877245383117,Medium Risk,Manual Review
0.26553166864887207,650.8706382953919,Medium Risk,Manual Review
0.015156875768369731,808.7014044326626,Low Risk,Approve
0.10030358586374778,709.6927971540692,Medium Risk,Manual Review
0.4814391278123335,603.7138810038078,High Risk,Reject
0.11301844714280643,703.0136565211748,Medium Risk,Manual Review
0.2725458137564651,649.0872149488998,High Risk,Reject
0.08839298718100666,716.6708177122674,Medium Risk,Manual Review
0.18833516250296867,673.0432169206323,Medium Risk,Manual Review
0.20320148487659906,668.3201909788748,Medium Risk,Manual Review
0.5329402016726394,593.4024035696804,High Risk,Reject
0.25900897392714445,652.5562902596578,Medium Risk,Manual Review
0.1849390563865789,674.1618271008175,Medium Risk,Manual Review
0.16796286803813515,680.0067069097885,Medium Risk,Manual Review
0.6287175091456265,573.6640579488355,High Risk,Reject
0.25779276829450304,652.8736226843306,Medium Risk,Manual Review
0.3032567210975949,641.5918654414427,High Risk,Reject
0.20740480747407672,667.0320070021226,Medium Risk,Manual Review
0.46144237219332707,607.726866540202,High Risk,Reject
0.2259881963775214,661.5552177070699,Medium Risk,Manual Review
0.4883559841505094,602.3292243020961,High Risk,Reject
0.1839624348856962,674.4864405523923,Medium Risk,Manual Review
0.07452706260749731,725.9571287309354,Medium Risk,Manual Review
0.23974236346951286,657.7046255034627,Medium Risk,Manual Review
0.09749615726358467,711.2679991765868,Medium Risk,Manual Review
0.26203597491313674,651.7706636876845,Medium Risk,Manual Review
0.17860765554035854,676.2904674837544,Medium Risk,Manual Review
0.30124797223639116,642.0681086417835,High Risk,Reject
0.20242408306925544,668.5606052970379,Medium Risk,Manual Review
0.6332287175146012,572.6953382661121,High Risk,Reject
0.12395321708912188,697.775764089134,Medium Risk,Manual Review
0.3855794232690547,623.2966236812298,High Risk,Reject
0.10758980718094313,705.7799984929736,Medium Risk,Manual Review
0.18742501470244877,673.3414677854448,Medium Risk,Manual Review
0.49328772500096535,601.3425356536228,High Risk,Reject
0.23027833958912403,660.3370110065223,Medium Risk,Manual Review
0.30462906524113426,641.2675282670638,High Risk,Reject
0.11905897150452402,700.0685878731462,Medium Risk,Manual Review
0.142872380478663,689.581751709121,Medium Risk,Manual Review
0.2638038245910824,651.3145443819454,Medium Risk,Manual Review
0.10399470411453537,707.6803173837368,Medium Risk,Manual Review
0.2585056543505931,652.6874984292932,Medium Risk,Manual Review
0.1919444954806422,671.8712252838916,Medium Risk,Manual Review
0.1898241331041275,672.5576657725614,Medium Risk,Manual Review
0.08867005368079263,716.499139663469,Medium Risk,Manual Review
0.1712989534391808,678.8224587478859,Medium Risk,Manual Review
0.1531779861840342,685.49449908665,Medium Risk,Manual Review
0.2342631271604684,659.2196822015941,Medium Risk,Manual Review
0.16552228096798602,680.8850114501324,Medium Risk,Manual Review
0.3280333025100317,635.8546823357829,High Risk,Reject
0.26580930390645924,650.7994824868312,Medium Risk,Manual Review
0.1903048351412084,672.4015327589683,Medium Risk,Manual Review
0.2089992283915057,666.5484191600337,Medium Risk,Manual Review
0.1832673457618827,674.7182910077489,Medium Risk,Manual Review
0.5373217133272531,592.5217479263515,High Risk,Reject
0.21765841963339252,663.9682248591438,Medium Risk,Manual Review
0.17476213113818787,677.612293600219,Medium Risk,Manual Review
0.02259909789062883,788.3493459333191,Low Risk,Approve
0.29263509503243085,644.1310120418891,High Risk,Reject
0.07441498021443986,726.0384361440139,Medium Risk,Manual Review
0.12055351377595507,699.3599482285861,Medium Risk,Manual Review
0.5913911048126306,581.5140442827519,High Risk,Reject
0.24922150106818794,655.1384301598396,Medium Risk,Manual Review
0.22324446995758265,662.3429109443565,Medium Risk,Manual Review
0.25899597678938213,652.559676338411,Medium Risk,Manual Review
0.2070526749809307,667.1391782541763,Medium Risk,Manual Review
0.10541326808519225,706.9236674119098,Medium Risk,Manual Review
0.17854495098448395,676.3118411020151,Medium Risk,Manual Review
0.20851770580168297,666.6941775796353,Medium Risk,Manual Review
0.1577435237340604,683.755706245325,Medium Risk,Manual Review
0.06403537825735627,734.1070981289195,Medium Risk,Manual Review
0.42286707452838007,615.5507364181615,High Risk,Reject
0.0453087244363757,752.3944205098067,Low Risk,Approve
0.2586071116629614,652.6610365936452,Medium Risk,Manual Review
0.1915603942720279,671.9951421688206,Medium Risk,Manual Review
0.2230919797443053,662.3868906835146,Medium Risk,Manual Review
0.07051541891226297,728.9399412374693,Medium Risk,Manual Review
0.2656029379050265,650.8523679976214,Medium Risk,Manual Review
0.3066971246868262,640.7803128575739,High Risk,Reject
0.08814560232017428,716.8245153329694,Medium Risk,Manual Review
0.38506770389098277,623.4046500514644,High Risk,Reject
0.5919120522597932,581.4062322942883,High Risk,Reject
0.16245383452261467,682.0041259488218,Medium Risk,Manual Review
0.13622838245080734,692.3487821139079,Medium Risk,Manual Review
0.11308030204074661,702.9828121088398,Medium Risk,Manual Review
0.13765360836455529,691.7458295545335,Medium Risk,Manual Review
0.4294415079784398,614.2065072927434,High Risk,Reject
0.19065549936468806,672.2878265167182,Medium Risk,Manual Review
0.6812433214617503,562.025425297975,High Risk,Reject
0.2237518587543341,662.196728715594,Medium Risk,Manual Review
0.6074519667778707,578.169290115725,High Risk,Reject
0.22774684988566038,661.0538853170509,Medium Risk,Manual Review
0.19884649453376294,669.6759714092573,Medium Risk,Manual Review
0.43644312238879257,612.7805100856699,High Risk,Reject
0.006507053024895357,851.4170146708531,Low Risk,Approve
0.22477112036535254,661.9037836336072,Medium Risk,Manual Review
0.5554925434721841,588.8555822003372,High Risk,Reject
0.14215617280371803,689.874790080188,Medium Risk,Manual Review
0.4238762595621658,615.3440446394973,High Risk,Reject
0.23892524127805323,657.9290442758014,Medium Risk,Manual Review
0.024335243301785676,784.5596699582113,Low Risk,Approve
0.229871790587573,660.4517642722734,Medium Risk,Manual Review
0.14493085855111199,688.7462770870011,Medium Risk,Manual Review
0.14105854765598516,690.3262862971068,Medium Risk,Manual Review
0.17244445795798788,678.4200511759826,Medium Risk,Manual Review
0.23802458257062215,658.1770169062706,Medium Risk,Manual Review
0.49228606088738197,601.5429102444983,High Risk,Reject
0.08577277784238962,718.3188730446665,Medium Risk,Manual Review
0.14148519708965387,690.1504412773228,Medium Risk,Manual Review
0.17935944819858585,676.0346656613726,Medium Risk,Manual Review
0.1330364368866948,693.71869486223,Medium Risk,Manual Review
0.13747672643432376,691.82037459507,Medium Risk,Manual Review
0.1919840661094577,671.8584699458728,Medium Risk,Manual Review
0.04702256051232234,750.4481866390722,Low Risk,Approve
0.2077718384357477,666.9204443037219,Medium Risk,Manual Review
0.15930671491755463,683.1697761067892,Medium Risk,Manual Review
0.06276201244093563,735.1793622916608,Medium Risk,Manual Review
0.5862614921198257,582.5734114228973,High Risk,Reject
0.15037803686328305,686.5819565972592,Medium Risk,Manual Review
0.21141807237595345,665.8199372677318,Medium Risk,Manual Review
0.09879598817905856,710.5337330868599,Medium Risk,Manual Review
0.27139025634358716,649.3790206155495,High Risk,Reject
0.15567348154375088,684.5389271646811,Medium Risk,Manual Review
0.055969714599642985,741.2673756949582,Medium Risk,Manual Review
0.06056816403338266,737.0752926825512,Medium Risk,Manual Review
0.14697521810785139,687.9262305715864,Medium Risk,Manual Review
0.19853608166460296,669.7734549072393,Medium Risk,Manual Review
0.041506455124850225,756.9756933766969,Low Risk,Approve
0.12656153922560387,696.5854504903447,Medium Risk,Manual Review
0.21803705066788656,663.8571177256016,Medium Risk,Manual Review
0.21146514489444998,665.8058212196584,Medium Risk,Manual Review
0.003395223833998262,884.0992294486675,Low Risk,Approve
0.28087520945003375,647.0062213857956,High Risk,Reject
0.03778582882020507,761.8651461827051,Low Risk,Approve
0.2031587041061279,668.3334032438436,Medium Risk,Manual Review
0.09662473858980078,711.765161873969,Medium Risk,Manual Review
0.2985969696018465,642.6993960915047,High Risk,Reject
0.07685615492077583,724.2924755341653,Medium Risk,Manual Review
0.686238867923503,560.8703099725699,High Risk,Reject
0.21826584002489302,663.7900482174456,Medium Risk,Manual Review
0.10651732475726901,706.340964947364,Medium Risk,Manual Review
0.12903340839880928,695.4766134539173,Medium Risk,Manual Review
0.20761233264980566,666.9689097840665,Medium Risk,Manual Review
0.020806010452180675,792.5743932300844,Low Risk,Approve
0.13474620030823647,692.9814931317953,Medium Risk,Manual Review
0.15085380831585965,686.3960076642254,Medium Risk,Manual Review
0.5789249553600743,584.0819106351458,High Risk,Reject
0.09573905279731347,712.274584336125,Medium Risk,Manual Review
0.17563817434384751,677.3091745501666,Medium Risk,Manual Review
0.2269216564521971,661.288778064923,Medium Risk,Manual Review
0.14811424206037854,687.473427455106,Medium Risk,Manual Review
0.685992748231381,560.9274511933681,High Risk,Reject
0.11943090175144665,699.8915212446768,Medium Risk,Manual Review
0.23975642300769945,657.7007687065757,Medium Risk,Manual Review
0.07589391224305278,724.9745202528754,Medium Risk,Manual Review
0.1156439628083782,701.7171776752116,Medium Risk,Manual Review
0.6327630961178202,572.7955529054979,High Risk,Reject
0.779907986276212,536.7434878349578,High Risk,Reject
0.10711386573397642,706.028331457445,Medium Risk,Manual Review
0.4738945711646333,605.2258377224782,High Risk,Reject
0.27056848288730545,649.5870124675757,High Risk,Reject
0.0892989595651392,716.111242011051,Medium Risk,Manual Review
0.2425849711503819,656.9279656228193,Medium Risk,Manual Review
0.21579136717112635,664.5181525033877,Medium Risk,Manual Review
0.19359432584012665,671.3411033982493,Medium Risk,Manual Review
0.10601110464837732,706.6074752165339,Medium Risk,Manual Review
0.16522721326319545,680.9918999706344,Medium Risk,Manual Review
0.1833183332025732,674.7012607446516,Medium Risk,Manual Review
0.5070823558811838,598.5834340792092,High Risk,Reject
0.052236646663820455,744.9160275935401,Medium Risk,Manual Review
0.16103594052782919,682.5270147523202,Medium Risk,Manual Review
0.22168668691024457,662.7932047182987,Medium Risk,Manual Review
0.04923826408270557,748.0296222049631,Medium Risk,Manual Review
0.04859525144183118,748.7206877969029,Medium Risk,Manual Review
0.05725510068113071,740.0639496181569,Medium Risk,Manual Review
0.1089473603737325,705.0769335881655,Medium Risk,Manual Review
0.20667306279334358,667.2548638864096,Medium Risk,Manual Review
0.2731932272648445,648.9240659024691,High Risk,Reject
0.03352173980969656,768.0732313580719,Low Risk,Approve
0.10376867925906542,707.8017183083933,Medium Risk,Manual Review
0.21348006217125567,665.2037314776057,Medium Risk,Manual Review
0.047789363234870944,749.5991589578132,Medium Risk,Manual Review
0.18943232441974675,672.6851501290918,Medium Risk,Manual Review
0.20046216416680665,669.17041669909,Medium Risk,Manual Review
0.12264453863271625,698.3810991867521,Medium Risk,Manual Review
0.2251095118075438,661.8067355435469,Medium Risk,Manual Review
0.2253463195132696,661.7388824450767,Medium Risk,Manual Review
0.23080031567785064,660.1898850464462,Medium Risk,Manual Review
0.014745009659461607,810.0997891872233,Low Risk,Approve
0.12385708386633666,697.8200436228348,Medium Risk,Manual Review
0.2695342410021141,649.8493460312642,High Risk,Reject
0.42523123324273165,615.0667357979885,High Risk,Reject
0.3576016406854198,629.2894488650244,High Risk,Reject
0.11697490230725296,701.0697110907694,Medium Risk,Manual Review
0.14034336531111077,690.6220509147437,Medium Risk,Manual Review
0.29815534542609157,642.8048722850749,High Risk,Reject
0.11981101393721691,699.7110511906229,Medium Risk,Manual Review
0.24008922426449275,657.6095202009101,Medium Risk,Manual Review
0.25988773053052805,652.3276079040531,Medium Risk,Manual Review
0.22217497038753226,662.6518187437333,Medium Risk,Manual Review
0.14203609977447865,689.9240387608887,Medium Risk,Manual Review
0.09098363159755422,715.0841741637628,Medium Risk,Manual Review
0.5479051853287007,590.3894836150436,High Risk,Reject
0.26072065145865825,652.1113162577756,Medium Risk,Manual Review
0.3001172566315722,642.3369778903883,High Risk,Reject
0.23296718518763654,659.5815988118499,Medium Risk,Manual Review
0.17614553312006836,677.1341675184086,Medium Risk,Manual Review
0.09752072441673208,711.254040653194,Medium Risk,Manual Review
0.007148259554781115,846.6856220023766,Low Risk,Approve
0.21890776685868352,663.6021376934763,Medium Risk,Manual Review
0.15909069155068808,683.2504694840983,Medium Risk,Manual Review
0.2516790150198225,654.4838742275446,Medium Risk,Manual Review
0.24177191004344936,657.1494744693766,Medium Risk,Manual Review
0.4211909567285055,615.8943154517216,High Risk,Reject
0.22794724340745506,660.99693358144,Medium Risk,Manual Review
0.4166239505221496,616.8323992809379,High Risk,Reject
0.20092218271961385,669.0270325958892,Medium Risk,Manual Review
0.10941951401880524,704.8342117179369,Medium Risk,Manual Review
0.06098123297065852,736.713465228828,Medium Risk,Manual Review
0.15653009650108282,684.2137959724075,Medium Risk,Manual Review
0.16477056045644844,681.1576250746039,Medium Risk,Manual Review
0.2200860914968295,663.2582372543915,Medium Risk,Manual Review
0.44844545221164545,610.3476845232284,High Risk,Reject
0.2985160603968024,642.7187134928057,High Risk,Reject
0.2212949525279211,662.9067952982502,Medium Risk,Manual Review
0.29218732481117676,644.2392177856353,High Risk,Reject
0.12468544453072568,697.4394595869526,Medium Risk,Manual Review
0.18319726147819687,674.7417057862133,Medium Risk,Manual Review
0.579288471692292,584.0073407703677,High Risk,Reject
0.3376029451532509,633.6997335198389,High Risk,Reject
0.22438202330951992,662.0155020237386,Medium Risk,Manual Review
0.24075369868620108,657.427590933572,Medium Risk,Manual Review
0.10960478399932262,704.739220194569,Medium Risk,Manual Review
0.09204506145739688,714.4458247313602,Medium Risk,Manual Review
0.41437342070840416,617.2957400040276,High Risk,Reject
